(an) Dorfstraße 4,Niederpierscheid,"Oberlichtportal mit rautiert aufgedoppeltem Türflügel, bezeichnet 1774",50.078808,6.373062
Dorfstraße 11,Niederpierscheid,"zweiachsiges Wohnhaus, bezeichnet 1763",50.078455,6.374203
