Dorfstraße 20,Leidenborn,"Quereinhaus, dreiachsiger Wohnteil; bezeichnet 1751",50.845815,12.372874
Schulstraße 3,Leidenborn,"Katholische Filialkirche St. Antonius; dreiachsiger Saalbau mit Giebeldachreiter, 1789",50.136488,6.219019
