Im Röhrbach 10,Blaubach,"Quereinhaus, bezeichnet 1769",49.557968,7.395776
Matzenberg 5,Blaubach,"ehemaliges Schulhaus; sandsteingegliederter Putzbau, 1833/38, Architekt Johann Schmeisser, Kusel, Aufstockung und Dachreiter, 1891/95, Architekt Bezirksbaumeister Mergler, eingeschossiger Anbau 1914",49.55701,7.395785
