Hauptstraße 9,Oberhosenbach,"Quereinhaus, Firstständerbau, 1696",49.810905,7.331681
Hauptstraße 34,Oberhosenbach,"Quereinhaus, 1903; bauzeitlicher Backes",49.814294,7.330387
