Auf dem Schoß 11,Reichenbach (bei Baumholder),"stattlicher Streckhof, 1879",49.641607,7.287134
(zwischen) Hauptstraße 44 und 49,Reichenbach (bei Baumholder),"Kriegerdenkmal für die Opfer des Ersten Weltkriegs; stelenartiger, reliefierter Sandsteinblock, Entwurf Professor Renker, Trier, Ausführung F. Ritter und Nachfolger, nach 1918",46.657263,7.507095
Kirchstraße 11,Reichenbach (bei Baumholder),"Evangelische Pfarrkirche; neugotischer Bruchsteinsaalbau, 1863/64, Kommunalbaumeister Maßweiler, St. Wendel",49.641338,7.290718
