Oldenburger Straße 6,Breitenthal (Hunsrück),"Hofanlage; Wohnhaus bezeichnet 1856, Überformung am Anfang des 20. Jahrhunderts",49.800929,7.336415
Oldenburger Straße 10,Breitenthal (Hunsrück),"Streuhof; Wohnhaus, teilweise Fachwerk, bezeichnet 1832, im Kern wohl älter, Fachwerkscheune",49.801347,7.336694
