Hauptstraße 5,Birkheim,"Quereinhaus; Fachwerkbau, teilweise massiv und verschiefert, frühes 19. Jahrhundert",47.536137,8.796941
Hauptstraße 17,Birkheim,"Katholische Filialkapelle St. Johann Nepomuk; Saalbau, bezeichnet 1897, Westturm 1960",47.539847,8.82098
