Wohnhaus,Hauptstraße 61,Breitenheim,1910!um 1910,"ehemaliges Lehrerwohnhaus; villenartiger Mansardwalmdachbau, Heimatstil, um 1910",Kein Bild vorhanden,49.697878,7.631127
Evangelische Kirche,Kirchstraße,Breitenheim,1912,"historisierender Saalbau, Heimatstil, 1912, Kreisbaumeister Damm, spätgotischer Chor; römische Sandsteinreliefs",Kein Bild vorhanden,49.695941,7.629847
