Südstraße 3, Neitersen,"stattliche Hofanlage, 19. Jahrhundert; Fachwerk-Quereinhaus, teilweise massiv, Fachwerkscheune"
Südstraße 5, Neitersen,"Fachwerkhaus, um 1800"
Ringstraße 15, Neitersen,"Fachwerk-Quereinhaus, teilweise massiv, 18. Jahrhundert"
