Am Bahnhof 12, Breitscheidt,"Bahnhof, Stationsgebäude; Typenbau mit hölzerner Laube, gegen 1884"
Wilhelmstraße 6/8, Breitscheidt,"Fachwerkhaus, teilweise massiv, 18. Jahrhundert"
Thalhausen 4, Breitscheidt,"Fachwerkhaus, teilweise massiv und verschiefert, 18. Jahrhundert"
Brunnenweg 1, Breitscheidt,"Wohnstallhaus; Fachwerkbau, teilweise massiv oder verkleidet, 18. Jahrhundert"
(zu) Lindenstraße 3, Breitscheidt,"Hofanlage; Fachwerkhaus, 18. Jahrhundert, Wirtschaftsteil, teilweise Fachwerk, 19. Jahrhundert"
Lindenstraße 13, Breitscheidt,"Hofanlage; stattliches Fachwerkhaus, erste Hälfte des 18. Jahrhunderts; Wirtschaftsteil, Fachwerk, spätes 19. Jahrhundert"
