Oberseifener Straße 13," Forst (bei Wissen, Sieg)","L-förmige Fachwerkhofanlage, Bruchsteinkellergeschoss teilweise freistehend, um 1800"
Seifermühle 1," Forst (bei Wissen, Sieg)","Wohnstallhaus; Fachwerkbau, teilweise massiv, spätes 19. Jahrhundert; Fachwerkscheune, teilweise massiv, 19. Jahrhundert; Mühlrad und zwei Mahlwerke (?)"
