Bergstraße 6, Bürdenbach,"ehemalige Schule der Bergarbeitersiedlung Grube Louise, Krüppelwalmdachbau, teilweise verschiefert, um 1910"
südlich der Wiedbrücke bei Bruchermühle, Bürdenbach,"Denkmal; Findling mit gusseiserner Inschrifttafel, 1852"
