Alter Weg 37, Schutzbach,"Wohnhaus, Zierfachwerk, 1910er Jahre"
Schulstraße 11, Schutzbach,"Fachwerkhaus, 18. Jahrhundert"
Schulstraße 23, Schutzbach,"ehemalige Schule; teilweise Zierfachwerk, 1917"
