Schulstraße 12/14, Oberirsen,"ehemalige Schule; achtachsiger Backsteinbau, Fachwerkgiebel, um 1900"
Auf der Heide 1, Oberirsen,"stattliches Fachwerk-Quereinhaus, teilweise massiv, 18. Jahrhundert"
Im Unterdorf 2, Oberirsen,"stattliches Fachwerk-Quereinhaus, teilweise massiv, teilweise verkleidet, 19. Jahrhundert"
Im Unterdorf 9, Oberirsen,"zweizoniger Wohnteil eines Fachwerk-Quereinhauses, 18. Jahrhundert"
Bachweg 6, Oberirsen,im Kern barockes Fachwerkhaus
Birkenweg 2, Oberirsen,"Fachwerk-Quereinhaus, 19. Jahrhundert"
Siegstraße 48, Oberirsen,"Fachwerk-Quereinhaus, teilweise massiv oder verkleidet, zweite Hälfte des 19. Jahrhunderts"
Waldweg 5, Oberirsen,"Wohnstallhaus; Fachwerkbau, teilweise massiv oder verputzt, 18. Jahrhundert"
