"Kirchstraße, in der Kapelle (Bruchstein, 19. Jahrhundert)",Altstrimmig,Bäuerliches Vesperbild,50.093916,7.291149
Kirchstraße 24,Altstrimmig,"Fachwerkhaus, teilweise massiv, abgewalmtes Mansarddach, 19. Jahrhundert",50.094095,7.292389
Kirchstraße 28,Altstrimmig,"Wohnhaus einer Hofanlage; Fachwerkbau, teilweise massiv, Krüppelwalmdach, 18. Jahrhundert",50.093806,7.293062
Kirchstraße 35,Altstrimmig,"Katholische St.-Antonius-Kirche; Saalbau, Mitte des 18. Jahrhunderts",50.093985,7.293
