Oberdorf 10,Forst (Hunsrück),"Quereinhaus; Fachwerkbau, teilweise massiv, bezeichnet 1842",50.969848,13.378807
Zur Eiche 4,Forst (Hunsrück),"Katholische Kapelle St. Johannes Nepomuk und Barbara; barocker Saalbau, um 1747",50.099065,9.279166
