Hauptstraße,Hesweiler,"Katholische Kirche; Saalbau, Rundbogenstil, 1848",50.042687,7.280261
Hauptstraße 18,Hesweiler,"Quereinhaus; Fachwerkbau, teilweise massiv oder verschiefert, Krüppelwalmdach, 19. Jahrhundert",50.043266,7.279058
Hauptstraße 30,Hesweiler,"Quereinhaus; Fachwerkbau, teilweise massiv, 18. Jahrhundert",50.042635,7.278429
