Bergstraße 5,Dünfus,"Fachwerkhaus, teilweise massiv, Krüppelwalmdach, 18. Jahrhundert, Scheune; bauliche Gesamtanlage",50.22142,7.233558
(bei) Brachtendorfer Weg 2,Dünfus,"Ziehbrunnen; Walmdachbau, 18. oder 19. Jahrhundert",50.22108,7.231043
Brunnenstraße,Dünfus,Ziehbrunnen,50.222999,7.23345
Kirchstraße,Dünfus,"Katholische Filialkirche St. Bartholomäus; Saalbau, um 1688; Wegekreuz, Basalt, bezeichnet 1754",50.220244,7.231986
Kirchstraße ohne Nummer,Dünfus,"Fachwerkhaus, teilweise massiv, verputzt, 18. Jahrhundert (?)",50.220244,7.231986
an der L 180 zwischen Hambuch und Binningen,Dünfus,"Wegekapelle; oktogonaler Putzbau, 19. Jahrhundert",53.975883,10.588352
