Wohnhaus,Hauptstraße 13,Neunkirchen (Westerwald),1914!vor 1914,"villenartiges Wohnhaus einer Hofanlage, wohl kurz vor 1914",Kein Bild vorhanden,50.546454,8.101338
Evangelische Pfarrkirche,Kirchgasse,Neunkirchen (Westerwald),"","romanischer Westturm, im Kern wohl gotischer Chor, barockes Schiff, 1740/41; zugehörig das Pfarrhaus (Kirchgasse 11), verschieferter Kubus, wohl aus der ersten Hälfte des 19. Jahrhunderts",Kein Bild vorhanden,50.544362,8.101482
