Fachwerkhaus,Auf dem Köppel 2,Heimborn,1750!zweite Hälfte des 18. Jahrhunderts,"Fachwerkhaus, teilweise massiv, zweite Hälfte des 18. Jahrhunderts",Kein Bild vorhanden,50.709742,7.755661
Quereinhaus,Wilhelmstraße 16,Heimborn,1750!zweite Hälfte des 18. Jahrhunderts,"Fachwerk-Quereinhaus, teilweise massiv, zweite Hälfte des 18. Jahrhunderts oder um 1800, um 1900 verlängert",Kein Bild vorhanden,50.70873,7.755548
Nisterbrücke,nördlich des Ortes im Zuge der K 19,Heimborn,1850!Mitte oder zweite Hälfte des 19. Jahrhunderts,"dreibogige Steinbrücke, Mitte oder zweite Hälfte des 19. Jahrhunderts",Kein Bild vorhanden,50.712685,7.755228
