Katholische Pfarrkirche St. Peter und Paul,Hauptstraße,Weidenhahn,1869!1869/70,"zweischiffige neugotische Hallenkirche, 1869/70",Kein Bild vorhanden,50.544648,7.833484
Schul- oder Pfarrhaus,Hauptstraße 12,Weidenhahn,1875!spätes 19. Jahrhundert,"ehemalige Schule oder Pfarrhaus; Bruchsteinbau, spätes 19. Jahrhundert",,50.544247,7.833424
