Kriegerdenkmal,"Am Bollscheid, auf dem Friedhof",Mogendorf,"",Kriegerdenkmal 1914/18,Kein Bild vorhanden,50.495937,7.759672
Brunnen,Fuhrgasse,Mogendorf,1850!zweite Hälfte des 19. Jahrhunderts,"Laufbrunnen, Gusseisen, zweite Hälfte des 19. Jahrhunderts",Kein Bild vorhanden,50.493921,7.7581
