Brunnen,Brunnenstraße,Bretthausen,1850!zweite Hälfte des 19. Jahrhunderts,"gusseiserner Laufbrunnen, zweite Hälfte des 19. Jahrhunderts",Kein Bild vorhanden,50.670449,8.072715
Dorfgemeinschaftshaus,Hauptstraße 6,Bretthausen,1920!um 1920/30,"ehemalige Schule; Heimatschutzbewegung, um 1920/30",Kein Bild vorhanden,50.672107,8.074149
