Schulhaus,Auf dem Rain 3,Kundert,1835,"ehemalige Schule; Putzbau mit Nebengebäude, angeblich von 1835, heutiges Erscheinungsbild um 1920/30",Kein Bild vorhanden,50.71817,7.789674
Hofanlage,Im Kamp 2,Kundert,1800!erste Hälfte des 19. Jahrhunderts,"Parallelhof; Fachwerkhaus, teilweise massiv, erste Hälfte des 19. Jahrhunderts, Scheune wohl älter",Kein Bild vorhanden,50.716823,7.78921
