Hof Westert,südöstlich des Ortes,Härtlingen,1568,"stattliches Hofhaus, bezeichnet 1568, Fachwerkobergeschoss bezeichnet 1572, seitlicher Anbau, bezeichnet 1657",Kein Bild vorhanden,50.531629,7.929166
Hof Witzelbach,südwestlich des Ortes,Härtlingen,1700!18. Jahrhundert,"barocke Hofanlage, Fachwerk, 18. Jahrhundert",Kein Bild vorhanden,50.535279,7.907423
