Scheune,Rotenhainer Straße 9,Enspel,1692,"Fachwerkscheune, teilweise massiv, bezeichnet 1692",Kein Bild vorhanden,50.616853,7.883446
Tertiär- und Industrie-Erlebnispark Stöffel,Stöffelstraße,Enspel,1912!ab 1912,"ehemalige Basaltwerk Fa. Adrian GmbH; Anlagen der Basaltverarbeitung, u. a. Vorbrecher und Brecher, Werkstattgebäude, Büro- und Gemeinschaftsgebäude (1938), Gleisanschluss; Zeugnis der Basaltverarbeitung von 1912 bis 1970",//commons.wikimedia.org/wiki/Category:Terti%C3%A4r-_und_Industrie-Erlebnispark_St%C3%B6ffel,50.618634,7.887862
