(zwischen) Hauptstraße 14 und 16,Hilscheid,"Laufbrunnen, zweite Hälfte des 19. Jahrhunderts",49.731548,7.003616
Hauptstraße 15,Hilscheid,"Quereinhaus, bezeichnet 1857",49.731909,7.002664
(bei) Hauptstraße 26,Hilscheid,"Laufbrunnen, zweite Hälfte des 19. Jahrhunderts",49.731664,7.006446
