Hauptstraße,Gräfendhron,"Straßenbrücke; zweibogige Bruchsteinkonstruktion, 18. oder 19. Jahrhundert",49.79466,6.993807
Im Dhrontal 4,Gräfendhron,"ehemalige Mühle; Streckhof, bezeichnet 1872",49.793137,6.995657
Kapellenstraße 1,Gräfendhron,"Katholische Filialkirche; kleiner Putzbau, 1785",49.793649,6.992971
westlich der Ortslage bei der Krakesmühle,Gräfendhron,"Straßenbrücke über die Drhon; einbogige Bruchsteinkonstruktion, 19. Jahrhundert (?)",49.793585,6.993564
