Mauritiusweg 5,Oberöfflingen,"Katholische Filialkirche St. Martin; dreiachsiger klassizistischer Saalbau, bezeichnet 1854",50.065047,6.865985
nördlich der Ortslage an der Straße nach Laufeld,Oberöfflingen,"Heiligenhäuschen; verputzter Mauerblock, Pietàrelief, 18. oder 19. Jahrhundert",52.866262,14.057547
