Im Kordel,Flußbach,"Brunnenhäuschen, Sandstein, bezeichnet 1840",50.017278,6.924142
Kirchstraße,Flußbach,"Katholische Filialkirche St. Servatius; Chor nach 1860, östliche Achse des Schiffes des 18. Jahrhunderts an Neubau von 1970 mit Portal und Fenster des Vorgängers; neugotischer Kruzifix, Rotsandstein, zweite Hälfte des 19. Jahrhunderts",50.017816,6.925607
