Fichtenweg 2,Steinsberg (Rheinland-Pfalz),"Fachwerkscheune, teilweise massiv und verkleidet, 18. Jahrhundert",50.322898,7.943173
Ringstraße 1,Steinsberg (Rheinland-Pfalz),"Hofanlage, 18. Jahrhundert; Quereinhaus, Stallgebäude",50.322927,7.94453
Ringstraße 20,Steinsberg (Rheinland-Pfalz),"Streckhof; Fachwerkbau, teilweise verschiefert, erste Hälfte des 19. Jahrhunderts",50.322835,7.94179
