Kehlbachstraße 2,Dessighofen,"Hofanlage; Wohnhaus, teilweise Zierverschieferung, bezeichnet 1853, Fachwerkscheune, 19. Jahrhundert",50.257888,7.771945
Kehlbachstraße 9,Dessighofen,"Hofanlage; Wohnhaus, bezeichnet 1912, zwei Fachwerkscheunen, teilweise verputzt",50.257917,7.771182
