Ortsstraße 3,Ergeshausen,"Wohnhaus, zweite Hälfte des 19. Jahrhunderts",50.271305,7.940317
Ortsstraße 8,Ergeshausen,"Dreiseithof; Backsteinbau, bezeichnet 1909, Fachwerk-Nebengebäude, teilweise massiv",50.27134,7.940164
Ortsstraße 10,Ergeshausen,"Vierseithof, 18. und 19. Jahrhundert; Fachwerkbau, 18. Jahrhundert",50.271789,7.940496
