"Denkmalzone ehemaliges Klarissenkloster Bärbach (nördlich der Ortslage, an der K 47)",Schönborn (Rhein-Lahn-Kreis),"kurz vor 1339; Reste der einschiffigen gotischen Kirche, Mauerreste der Klosterbauten und Umfassungsmauern; Denkmalzone mit der Siedlung im Klosterbereich",50.770369,11.859729
Kirchstraße 16,Schönborn (Rhein-Lahn-Kreis),"Evangelische Pfarrkirche; Turm, bezeichnet 1688, gotisierender Bruichsteinsaal",50.062306,8.806832
Schaufertsstraße 2,Schönborn (Rhein-Lahn-Kreis),"Pfarrhaus; Putzbau mit Schieferflächen, um 1920/30",50.301545,7.992194
