An der Schule 7,Kemmenau,"ehemalige Schule; eingeschossiger Putzbau, teilweise Fachwerk, Reformarchitektur, bezeichnet 1908",50.345518,7.748733
Backhausstraße,Kemmenau,"gusseiserner Pumpbrunnen, zweite Hälfte des 19. Jahrhunderts (?)",50.347236,7.750628
