Lindenstraße 4,Berg (Taunus),"Fachwerkhaus, verputzt und verschiefert, wohl aus dem 18. Jahrhundert",53.0231,12.301269
Mühlbachweg 1,Berg (Taunus),"dreiseitige Hofanlage mit modernisiertem Wohnhaus, Stallgebäude aus Bruchstein und Fachwerk und Scheune, 19. Jahrhundert",50.25365,7.81078
Schulstraße 10,Berg (Taunus),"kleines Fachwerkhaus, teilweise massiv, frühes 19. Jahrhundert; Nebengebäude, teilweise Bruchstein",47.786848,11.140529
