Bachstraße 14,Niederneisen,"Fachwerkhaus, teilweise verputzt und verschiefert, 18. Jahrhundert, Kniestock aus dem späten 19. Jahrhundert",50.336486,8.055912
Rathausstraße 5,Niederneisen,"Rathaus; Bruchsteinbau mit Frontturm, wohl kurz nach der Mitte des 19. Jahrhunderts",50.335566,8.056298
Rathausstraße 12,Niederneisen,"Mansarddachbau, Fachwerk verputzt, 18. Jahrhundert",50.335819,8.056289
Unterdorfstraße 5,Niederneisen,"Fachwerkhaus, teilweise verschiefert, 18. Jahrhundert",50.336129,8.057385
Unterdorfstraße 11,Niederneisen,"verputztes Fachwerkhaus einer Hofanlage, teilweise verschiefert, wohl aus dem 18. Jahrhundert, heutiges Erscheinungsbild um 1900",50.335785,8.057816
Unterdorfstraße 15,Niederneisen,"ehemaliges Quereinhaus; Mansarddachbau, verputzt, wohl mit Fachwerk des 18. Jahrhunderts, um Querbau erweitert",50.33521,8.058068
