Auf dem Hof 2,Löllbach,"ehemalige Schule; klassizistischer Putzbau, Mitte des 19. Jahrhunderts"
(an) Harzgasse 2,Löllbach,"Haustür, klassizistisch, bezeichnet 1860"
Oberdorf 2,Löllbach,"Streckhof; Fachwerkhaus, verputzt, 18. Jahrhundert"
Oberdorf 6,Löllbach,"ehemaliges Wohnhaus (?), Bruchsteinbau, im Kern wohl spätmittalterlich"
Oberdorf 8,Löllbach,"evangelische Kirche, Saalbau, im Kern spätgotisch, 1683 barock verändert, spätgotischer Chor, romanischer Turm"
