Eichgraben 2,Oberstreit,"ehemalige Schule; kleine ein- und zweigeschossige Baugruppe, Sandsteinquader, 1848, 1892 Umbau und Erweiterung"
(an) Hauptstraße 10,Oberstreit,"Wappenstein, bezeichnet 1604"
Kirchstraße,Oberstreit,"katholische Kirche; barockisierender Saalbau, später Heimatstil, um 1952–55"
