Kellerstraße 20,Hinzenburg,"Katholische Filialkirche St. Magdalena; schlichter Saalbau, 1842",49.664108,6.726944
an der L 143,Hinzenburg,"Wegekreuz; neugotisches Pfeilerkreuz, spätes 19. Jahrhundert",53.975883,10.588352
an der L 143,Hinzenburg,"Wegekreuz; Pfeilerkreuz, bezeichnet 1869",53.975883,10.588352
nahe der Gemarkungsgrenze zu Schöndorf an der L 143,Hinzenburg,"Nothelferkapelle; Putzbau, um 1900","",""
