Am Kirchberg 2,Hentern,"Katholische Pfarrkirche St. Georg; Bruchstein-Saalbau, 1853, romanischer Westbau, frühes 13. Jahrhundert",49.615518,6.694075
Am Kirchberg 13,Hentern,"ehemaliges Pfarrhaus; villenartiger neugotischer Putzbau, 1901",49.617006,6.692593
Bahnhofstraße 10,Hentern,"ehemalige Mühle; zweieinhalbgeschossiger Krüppelwalmdachbau, erste Hälfte des 19. Jahrhunderts",49.618739,6.698018
Mühlendriesch 29,Hentern,"Kramesmühle; Quereinhaus mit Krüppelwalmdach, bezeichnet 1833, Queranbau mit Pultdach",49.61351,6.693608
